doesHaveLinks,doesHaveSpammyWords,lengthOfText,numberOfSymbols,numberOfWordsContainingLettersAndNumbers,numberOfWordsContainingOnlyLetters,numberOfWordsContainingOnlyUppercaseLetters,class label
False,False,23,3,0,2,0,ham
False,False,74,4,0,12,1,ham
False,False,50,4,0,7,0,ham
False,False,28,2,0,3,0,ham
False,False,44,2,0,7,1,ham
False,False,88,4,0,14,0,ham
False,False,25,2,0,3,0,ham
False,False,29,4,0,3,0,ham
False,False,39,3,0,6,0,ham
False,False,46,2,0,7,0,ham
False,False,64,3,0,10,0,ham
False,False,15,3,0,1,0,ham
False,False,126,8,0,16,0,ham
False,False,105,16,0,13,1,ham
False,False,49,3,0,8,0,ham
False,False,30,3,0,5,0,ham
False,False,23,4,0,3,0,ham
False,False,84,2,0,14,0,ham
False,False,67,3,0,11,0,ham
False,False,14,1,0,4,0,ham
False,False,68,9,0,10,0,ham
False,False,37,2,0,5,0,ham
False,True,161,8,4,16,4,spam
False,False,26,2,0,4,1,ham
False,False,84,8,0,11,0,ham
False,False,29,0,0,8,0,ham
False,False,22,0,0,7,0,ham
False,False,201,9,0,30,1,ham
False,False,137,4,0,27,0,ham
False,True,116,2,0,19,3,spam
False,True,168,7,4,15,4,spam
False,False,33,7,0,3,0,ham
False,False,101,4,0,15,0,ham
False,False,45,0,0,9,0,ham
False,False,124,3,0,25,1,ham
False,False,84,4,0,12,1,ham
False,False,42,0,0,9,1,ham
False,False,78,3,0,15,2,ham
False,False,70,2,0,13,0,ham
False,False,121,7,0,18,2,ham
False,False,81,7,0,11,0,ham
False,False,42,3,0,3,0,ham
False,False,245,6,0,39,3,ham
False,False,66,0,0,12,0,ham
False,False,139,2,0,27,1,ham
False,True,150,4,2,17,2,spam
False,False,167,16,0,11,2,ham
False,False,51,3,0,10,0,ham
False,False,55,7,0,7,1,ham
False,False,31,5,0,3,1,ham
False,False,36,0,0,7,0,ham
False,False,28,4,0,3,0,ham
False,False,306,15,0,57,4,ham
False,False,202,2,0,38,1,ham
False,False,160,10,0,28,3,ham
False,False,36,3,0,4,0,ham
False,False,20,1,0,3,0,ham
False,False,6,3,0,0,0,ham
False,False,5,3,0,0,0,ham
False,False,150,10,1,22,4,ham
False,False,74,8,0,9,1,ham
False,False,19,2,0,2,0,ham
False,False,153,7,0,23,0,ham
False,True,158,5,1,25,4,spam
False,False,45,5,0,6,0,ham
False,False,54,2,0,9,0,ham
False,False,22,4,0,2,0,ham
False,False,22,2,0,2,0,ham
False,False,67,4,0,9,1,ham
False,False,42,3,0,8,2,ham
False,False,179,4,0,29,0,ham
False,False,22,2,0,2,0,ham
False,False,82,8,0,15,3,ham
False,False,22,2,0,2,0,ham
True,True,100,5,1,12,4,spam
False,False,163,15,0,20,10,ham
False,False,46,1,0,7,0,ham
False,False,158,7,0,30,4,ham
False,False,32,6,0,4,0,ham
False,False,71,2,0,14,1,ham
False,False,34,1,0,6,0,ham
False,False,104,2,0,15,0,ham
False,False,9,3,0,1,0,ham
False,False,95,4,0,16,0,ham
False,False,29,2,0,6,1,ham
False,False,155,5,0,24,0,ham
False,False,24,0,0,6,0,ham
False,False,41,4,0,8,0,ham
False,False,106,1,1,16,0,ham
False,False,32,3,0,2,0,ham
False,False,112,3,0,17,0,ham
False,False,47,4,0,7,1,ham
False,False,28,2,0,4,1,ham
False,False,30,0,0,5,0,ham
False,False,289,19,0,38,4,ham
False,False,80,0,0,17,0,ham
False,False,70,3,0,9,0,ham
True,True,101,10,3,6,0,spam
False,False,122,2,0,22,0,ham
False,False,59,3,0,9,0,ham
False,False,58,8,0,7,0,ham
False,False,21,4,0,1,2,ham
False,False,27,2,0,4,0,ham
False,False,35,1,0,7,1,ham
False,False,31,4,0,4,0,ham
False,True,156,8,2,17,5,spam
False,False,66,5,0,11,0,ham
False,True,70,1,0,14,1,spam
False,False,65,1,0,11,0,ham
False,False,95,7,0,16,2,ham
False,False,32,1,0,5,0,ham
False,False,23,0,0,4,0,ham
False,False,36,3,1,5,1,ham
False,False,55,8,0,5,0,ham
False,False,140,11,0,19,0,ham
False,False,144,7,0,24,3,ham
False,False,30,1,0,7,1,ham
False,False,28,0,0,6,1,ham
False,False,83,4,0,15,0,ham
False,False,40,1,0,5,0,ham
False,False,32,1,0,5,0,ham
False,False,61,3,0,6,2,ham
False,False,116,1,0,23,0,ham
False,True,160,9,5,13,2,spam
False,True,153,2,3,25,2,spam
False,False,36,1,0,6,0,ham
False,False,36,2,1,7,0,ham
False,False,37,2,0,5,1,ham
False,False,54,2,1,7,1,ham
False,False,46,6,0,6,1,ham
False,True,134,2,1,22,3,spam
False,False,65,3,0,9,0,ham
False,True,131,6,1,16,7,spam
False,False,37,2,1,5,0,ham
False,False,39,1,0,9,0,ham
False,False,44,0,0,9,1,ham
False,False,82,2,0,13,0,ham
False,False,23,1,0,5,0,ham
False,False,155,6,0,24,0,ham
False,True,153,9,2,19,1,spam
False,False,153,6,0,25,3,ham
False,False,44,3,0,6,0,ham
False,False,117,12,0,19,0,ham
False,False,55,3,0,11,0,ham
False,False,126,4,0,21,0,ham
False,True,137,5,1,21,2,spam
False,False,109,11,0,17,0,ham
False,False,65,9,0,8,0,ham
False,False,16,6,0,0,0,ham
False,False,50,3,0,8,1,ham
False,False,46,9,0,3,0,ham
False,False,4,0,0,1,0,ham
False,False,35,0,0,7,0,ham
False,False,97,5,0,14,0,ham
False,False,57,0,0,13,0,ham
False,False,134,7,1,21,27,ham
False,False,56,2,0,12,14,ham
False,False,62,7,0,7,0,ham
False,False,25,1,0,5,0,ham
False,False,38,2,0,4,0,ham
False,False,46,9,0,3,0,ham
True,True,156,6,3,19,0,spam
False,False,32,6,0,2,1,ham
False,False,49,2,0,6,0,ham
False,False,243,7,0,45,3,ham
False,False,42,7,1,3,0,ham
False,False,41,1,0,10,1,ham
False,False,51,1,0,10,1,ham
False,False,81,11,1,6,0,ham
False,True,173,6,2,19,1,spam
False,False,9,1,0,1,0,ham
False,False,136,6,0,22,0,ham
False,False,9,3,0,1,0,ham
False,False,25,2,0,2,0,ham
False,False,27,7,0,3,1,ham
False,True,107,7,2,13,4,spam
False,False,45,2,0,6,0,ham
False,False,115,3,0,18,1,ham
False,False,65,10,0,8,0,ham
False,False,139,7,1,27,1,ham
False,False,28,2,0,4,0,ham
False,True,154,8,5,16,5,spam
False,False,30,1,0,6,5,ham
False,False,53,3,0,8,2,ham
False,False,59,2,0,10,0,ham
False,False,44,2,0,5,0,ham
False,False,26,1,0,5,0,ham
False,False,85,2,0,16,1,ham
False,False,23,0,0,5,0,ham
False,False,27,0,0,7,0,ham
False,False,47,3,1,4,0,ham
False,True,147,6,5,15,3,spam
False,False,49,3,0,8,0,ham
False,False,126,5,0,20,2,ham
False,False,32,1,0,6,0,ham
False,False,22,2,0,2,0,ham
False,False,107,5,0,13,0,ham
False,False,46,9,0,3,0,ham
False,False,96,10,0,13,0,ham
False,False,157,3,0,28,1,ham
False,False,50,1,0,9,0,ham
False,False,63,3,0,9,0,ham
False,False,29,1,0,5,0,ham
False,False,87,7,0,12,0,ham
False,False,27,3,0,2,0,ham
False,False,33,2,0,6,1,ham
False,False,33,2,0,4,1,ham
False,False,27,6,0,2,0,ham
False,False,26,3,0,3,0,ham
False,False,5,3,0,0,0,ham
False,False,33,1,0,5,0,ham
False,False,34,1,0,7,0,ham
False,True,130,3,0,26,1,spam
True,True,165,6,5,20,4,spam
False,False,29,0,0,6,0,ham
False,False,30,1,0,7,1,ham
False,False,140,11,0,17,0,ham
False,False,34,6,0,4,0,ham
False,True,163,9,4,18,1,spam
False,True,130,0,0,24,0,spam
False,False,117,6,0,15,0,ham
False,False,45,8,0,4,0,ham
False,False,27,3,0,2,0,ham
False,False,153,10,0,22,1,ham
False,False,41,2,0,7,1,ham
False,False,136,22,0,16,3,ham
False,False,56,3,0,9,0,ham
False,False,64,2,0,11,0,ham
False,False,50,0,0,10,0,ham
False,True,136,14,1,13,0,spam
False,False,444,42,8,40,5,ham
False,False,27,4,0,4,0,ham
False,False,106,6,0,21,3,ham
False,False,66,6,0,6,0,ham
False,False,54,7,0,5,0,ham
False,True,158,5,3,20,4,spam
False,False,88,11,0,12,0,ham
False,False,4,0,0,1,0,ham
False,False,54,2,0,10,1,ham
False,False,56,8,0,9,0,ham
True,True,153,7,1,20,6,spam
False,False,27,1,0,5,0,ham
False,True,158,5,3,19,3,spam
False,False,95,4,0,19,1,ham
False,False,95,11,0,17,2,ham
False,False,52,1,0,11,0,ham
False,False,80,7,0,12,0,ham
False,False,63,1,0,11,0,ham
False,True,25,0,1,3,3,spam
False,False,73,1,0,14,0,ham
False,False,165,13,0,27,5,ham
False,False,169,9,0,25,1,ham
False,False,57,2,0,9,0,ham
False,False,56,4,0,8,0,ham
False,True,156,6,1,22,2,spam
False,False,113,1,0,25,0,ham
False,False,50,2,0,8,1,ham
False,True,160,5,2,20,6,spam
False,False,23,2,0,3,1,ham
False,False,24,1,0,5,0,ham
False,True,118,5,2,11,0,spam
False,False,179,11,0,28,0,ham
False,False,101,1,0,22,0,ham
False,False,54,7,0,7,1,ham
False,False,96,5,0,16,1,ham
False,False,59,8,0,7,1,ham
False,False,166,14,0,15,0,ham
False,False,14,4,0,0,0,ham
False,True,135,3,1,20,4,spam
False,False,46,2,0,9,0,ham
False,False,9,3,0,1,0,ham
False,False,46,4,0,3,0,ham
False,False,84,2,0,14,0,ham
False,False,71,4,0,10,0,ham
False,False,20,7,0,1,2,ham
False,False,44,2,0,6,0,ham
False,False,46,0,0,11,0,ham
False,False,35,1,0,6,0,ham
False,True,154,8,3,13,3,spam
False,True,166,6,2,17,3,spam
False,False,28,3,0,4,1,ham
False,False,53,1,0,9,0,ham
False,False,82,5,0,14,1,ham
False,False,26,2,0,5,1,ham
False,False,48,1,0,10,0,ham
False,False,29,1,0,5,1,ham
False,False,41,2,0,6,1,ham
False,False,99,2,0,22,0,ham
False,False,55,6,0,10,1,ham
False,False,22,0,0,5,0,ham
False,False,15,4,0,0,0,ham
False,True,158,13,2,16,3,spam
False,False,119,3,0,22,0,ham
False,False,154,3,0,29,0,ham
False,False,25,5,0,2,0,ham
False,False,29,3,0,2,2,ham
False,False,29,3,0,4,1,ham
False,False,28,2,0,3,0,ham
False,False,89,0,0,18,0,ham
False,False,56,4,0,8,0,ham
False,False,53,1,1,11,0,ham
False,False,37,2,0,6,0,ham
False,False,26,4,0,2,0,ham
False,False,129,2,0,24,0,ham
False,False,69,3,0,12,1,ham
False,False,21,1,0,3,0,ham
False,False,89,3,0,15,0,ham
False,False,37,0,0,8,0,ham
False,False,39,1,0,6,0,ham
False,False,102,14,0,14,1,ham
False,False,42,0,0,9,1,ham
False,False,63,3,0,12,2,ham
False,False,50,3,0,8,1,ham
False,False,163,15,0,20,10,ham
False,False,200,5,0,34,0,ham
False,False,41,0,0,7,0,ham
False,True,155,2,2,20,2,spam
False,False,38,2,0,5,0,ham
False,False,26,0,0,8,1,ham
False,True,141,3,1,24,0,spam
False,False,29,1,0,5,0,ham
False,False,16,1,0,3,0,ham
False,False,23,0,0,4,0,ham
False,True,124,1,0,26,0,spam
False,False,46,7,0,5,0,ham
False,False,31,1,0,4,0,ham
False,False,28,0,0,6,0,ham
False,False,118,4,0,18,0,ham
True,True,124,10,2,12,2,spam
False,False,29,3,0,5,1,ham
False,False,63,2,0,13,2,ham
False,False,106,3,0,15,0,ham
False,False,121,3,0,23,0,ham
False,False,44,3,1,7,0,ham
False,False,22,2,0,3,1,ham
False,False,22,0,0,4,0,ham
False,False,116,7,0,19,0,ham
False,False,78,4,0,10,0,ham
False,False,59,2,0,13,2,ham
False,False,43,4,0,6,0,ham
False,True,131,4,3,12,1,spam
False,False,215,15,0,34,2,ham
False,False,32,4,0,6,1,ham
False,False,69,5,0,11,0,ham
False,False,79,0,0,17,1,ham
False,False,149,3,0,22,0,ham
False,False,63,4,0,9,0,ham
False,False,155,13,0,15,0,ham
False,False,29,1,0,5,0,ham
False,False,145,5,0,28,0,ham
False,False,33,2,0,2,2,spam
False,False,22,4,0,2,0,ham
False,False,32,1,0,7,1,ham
False,False,10,1,0,2,0,ham
False,True,158,4,1,23,1,spam
False,False,61,4,0,10,1,ham
False,False,57,2,0,10,2,ham
False,False,36,0,0,9,0,ham
False,False,52,1,0,9,0,ham
False,False,163,15,0,20,10,ham
False,False,133,4,0,24,0,ham
False,False,55,3,0,7,0,ham
False,False,57,2,0,9,0,ham
False,False,68,4,0,9,0,ham
False,True,160,7,5,13,9,spam
False,False,123,12,0,23,2,ham
False,False,111,9,0,15,0,ham
False,True,137,3,0,17,1,spam
False,False,37,3,0,4,0,ham
False,True,152,2,0,24,0,spam
False,False,74,6,0,15,0,ham
False,False,47,4,0,9,1,ham
False,True,158,8,2,17,3,spam
False,False,9,3,0,1,0,ham
False,False,149,5,0,27,0,ham
False,False,44,1,0,7,0,ham
False,True,160,4,4,20,7,spam
False,False,23,0,0,4,0,ham
False,False,26,3,0,3,0,ham
False,False,35,2,0,5,0,ham
False,True,111,3,4,11,6,spam
False,False,29,1,0,5,1,ham
False,False,131,11,0,15,0,ham
False,False,28,3,0,2,0,ham
False,False,23,2,1,3,0,ham
False,False,52,0,0,10,0,ham
False,False,53,3,0,7,0,ham
False,False,131,26,0,19,5,ham
False,False,11,3,0,1,0,ham
False,False,27,4,0,2,0,ham
False,False,88,6,0,11,0,ham
False,False,166,7,1,29,1,ham
False,False,42,1,0,9,0,ham
False,False,32,1,0,6,0,ham
False,True,157,12,3,16,2,spam
False,False,588,59,0,91,10,ham
False,True,151,3,3,23,13,spam
False,False,74,5,0,11,0,ham
False,False,39,1,0,6,0,ham
False,False,26,1,0,4,0,ham
False,False,57,3,0,10,1,ham
False,False,54,8,0,6,1,ham
False,False,94,4,0,16,0,ham
False,False,276,19,0,47,4,ham
False,False,82,9,0,12,0,ham
False,False,160,1,1,31,1,ham
False,False,151,9,0,25,1,ham
False,False,60,0,0,16,1,ham
False,False,51,0,0,12,1,ham
False,True,52,0,0,9,0,spam
False,False,138,14,0,17,0,ham
False,False,104,3,0,16,1,ham
False,False,75,2,0,14,0,ham
False,False,29,2,0,3,0,ham
False,False,142,5,0,24,1,ham
False,False,40,6,0,4,0,ham
False,False,166,14,0,15,0,ham
False,True,152,4,3,22,13,spam
False,False,130,4,0,26,2,ham
False,False,15,1,0,2,0,ham
False,False,31,1,0,4,1,ham
False,False,52,2,0,9,0,ham
False,False,234,10,0,33,1,ham
False,False,50,2,0,8,0,ham
False,False,103,0,0,22,0,ham
False,True,140,4,3,21,5,spam
False,False,25,1,0,4,1,ham
False,True,154,9,4,14,4,spam
False,False,49,2,0,7,1,ham
False,False,47,2,0,7,0,ham
False,False,27,1,0,4,0,ham
False,False,77,5,0,9,0,ham
False,False,28,1,0,4,1,ham
False,False,34,2,0,6,0,ham
False,False,22,1,0,5,1,ham
False,False,95,4,0,16,1,ham
False,False,22,0,0,5,0,ham
False,False,54,5,0,6,0,ham
False,False,67,3,0,11,1,ham
False,False,73,6,0,10,0,ham
False,False,56,2,0,11,1,ham
False,False,32,7,0,4,0,ham
False,False,25,0,0,5,0,ham
False,True,163,9,2,13,1,spam
False,False,66,1,0,10,1,ham
False,False,43,1,0,9,0,ham
False,False,121,4,0,21,1,ham
False,False,55,6,0,7,0,ham
False,True,139,8,2,14,5,spam
False,False,126,4,0,19,0,ham
False,False,27,2,0,5,0,ham
False,False,141,0,0,34,34,ham
False,False,111,4,0,16,1,ham
False,False,109,25,0,3,2,ham
False,False,6,0,0,1,1,ham
False,False,142,3,0,24,0,ham
False,True,137,4,2,15,2,spam
False,False,46,1,0,10,0,ham
False,False,32,2,0,3,0,ham
False,False,89,7,0,12,0,ham
False,False,64,5,0,8,0,ham
False,True,148,4,0,22,5,spam
False,False,77,9,0,12,1,ham
False,False,47,1,0,9,1,ham
False,False,42,4,0,5,0,ham
False,False,29,8,0,2,0,ham
False,False,37,1,0,9,0,ham
False,False,86,3,1,15,1,ham
False,False,47,2,0,7,0,ham
False,False,33,3,0,5,0,ham
False,False,23,1,0,3,0,ham
False,False,67,3,0,11,0,ham
False,False,32,1,0,6,0,ham
False,False,31,1,0,5,0,ham
False,False,25,6,0,3,1,ham
False,False,11,3,0,0,0,ham
False,False,129,1,0,24,2,ham
False,False,33,3,0,3,0,ham
False,False,30,10,0,3,0,ham
False,False,183,42,1,17,1,ham
False,False,156,7,0,28,0,ham
False,False,47,3,0,8,0,ham
False,False,32,1,0,7,0,ham
False,False,135,10,0,22,3,ham
False,False,101,3,0,15,0,ham
False,False,59,4,0,8,0,ham
False,False,43,1,0,8,0,ham
False,True,48,2,0,5,0,spam
False,False,95,3,0,18,1,ham
False,False,142,8,0,23,0,ham
False,False,38,5,0,1,0,ham
False,True,100,2,0,13,0,spam
False,False,327,14,0,60,1,ham
False,False,29,3,0,4,0,ham
False,False,36,2,0,5,1,ham
False,False,87,4,0,18,0,ham
False,False,35,2,0,6,0,ham
False,False,62,7,0,12,1,ham
False,False,32,1,0,7,0,ham
False,False,24,3,0,4,0,ham
False,True,120,6,1,14,2,spam
False,False,112,4,0,18,0,ham
False,False,57,1,0,10,0,ham
False,False,26,0,0,5,0,ham
False,False,110,5,0,14,1,ham
False,True,147,6,0,20,6,spam
False,False,147,9,0,25,1,ham
False,False,32,1,0,6,0,ham
False,False,151,6,0,26,0,ham
False,False,42,4,0,1,3,ham
False,False,30,1,0,6,0,ham
False,True,135,3,0,22,0,spam
False,False,94,7,0,10,0,ham
False,False,28,4,0,3,0,ham
False,False,164,25,0,15,1,ham
False,False,38,5,0,2,0,ham
False,False,46,1,0,9,0,ham
False,False,23,0,0,6,1,ham
False,False,269,12,0,43,0,ham
False,False,65,2,0,14,0,ham
False,False,24,1,0,3,0,ham
False,False,42,2,0,7,0,ham
False,False,45,4,0,4,0,ham
False,False,54,0,0,14,3,ham
False,False,26,2,0,4,0,ham
False,False,60,7,0,8,0,ham
False,True,159,8,2,14,2,spam
False,False,141,7,0,27,0,ham
False,False,151,5,7,20,2,ham
False,False,35,3,0,4,0,ham
False,False,32,0,0,7,0,ham
False,False,143,3,1,25,1,ham
False,False,60,8,0,11,2,ham
False,True,107,2,1,15,1,spam
False,False,96,5,0,18,2,ham
False,False,30,1,0,5,0,ham
False,True,147,6,4,20,4,spam
False,False,126,7,0,17,0,ham
False,True,122,1,3,17,7,spam
False,False,41,8,0,3,0,ham
False,False,30,2,0,5,0,ham
False,False,157,3,0,27,1,ham
False,False,71,3,0,10,0,ham
False,False,112,1,0,20,0,ham
False,False,43,4,0,5,0,ham
False,False,14,0,1,2,0,ham
False,False,49,1,0,8,0,ham
False,False,47,0,0,8,0,ham
False,True,134,7,2,16,1,spam
False,False,42,3,0,4,0,ham
False,False,26,0,0,7,1,ham
False,True,111,3,4,11,6,spam
False,False,23,1,0,5,0,ham
False,False,30,1,0,5,0,ham
False,False,108,3,0,22,1,ham
False,True,164,9,2,18,0,spam
False,True,110,7,4,6,0,spam
False,False,119,16,0,12,3,ham
False,False,37,5,0,3,0,ham
False,False,75,4,0,12,0,ham
False,True,152,3,2,24,6,spam
False,False,46,2,0,9,1,ham
False,False,51,6,0,7,0,ham
False,False,461,27,0,53,7,ham
False,False,127,3,0,19,0,ham
False,False,44,1,0,8,1,ham
False,False,34,1,0,7,0,ham
False,False,72,2,0,13,2,ham
False,False,30,1,0,6,0,ham
False,False,27,0,0,6,0,ham
False,False,48,2,0,9,0,ham
False,False,90,1,0,19,1,ham
False,False,50,4,0,5,0,ham
False,False,47,2,0,7,2,ham
False,False,22,1,0,4,0,ham
False,False,41,1,0,7,0,ham
False,False,37,3,0,6,0,ham
False,False,173,5,0,28,0,ham
False,False,95,4,1,12,0,ham
False,False,69,9,0,10,0,ham
False,False,27,2,0,3,0,ham
False,False,47,8,0,5,0,ham
False,False,93,6,0,12,0,ham
False,False,32,5,0,4,1,ham
False,False,48,5,0,8,2,ham
False,False,63,2,0,11,0,ham
False,False,73,4,0,12,3,ham
False,False,295,15,0,47,2,ham
False,False,39,1,0,8,0,ham
False,False,120,5,0,23,1,ham
False,False,43,2,1,7,0,ham
False,False,169,3,2,32,0,ham
False,False,101,6,0,17,0,ham
False,False,32,2,0,4,0,ham
False,False,150,9,0,20,1,ham
False,False,40,6,0,6,0,ham
False,False,85,3,0,14,2,ham
False,False,2,0,0,1,0,ham
False,False,131,14,0,15,0,ham
False,False,49,4,0,5,0,ham
False,False,32,1,0,6,0,ham
False,False,29,1,0,5,0,ham
False,True,153,7,2,21,16,spam
False,False,24,1,0,3,0,ham
False,False,74,10,0,10,1,ham
True,True,141,9,0,18,0,spam
False,False,242,14,0,39,0,ham
False,False,40,6,0,3,0,ham
False,False,66,3,0,9,0,ham
False,False,25,2,0,3,0,ham
False,True,147,4,1,22,0,spam
False,False,26,2,0,4,0,ham
False,False,27,1,0,4,0,ham
False,True,121,3,0,22,1,spam
False,False,23,2,0,3,0,ham
False,False,38,0,0,9,0,ham
False,False,34,3,0,6,0,ham
False,False,55,2,0,11,0,ham
False,False,46,1,0,8,0,ham
False,False,22,4,0,3,0,ham
False,False,42,0,0,8,0,ham
False,False,35,3,0,4,1,ham
False,False,53,2,0,8,0,ham
False,False,112,4,0,19,0,ham
False,False,39,1,0,8,0,ham
False,False,38,0,0,8,0,ham
False,False,129,17,0,20,2,ham
False,False,67,6,0,7,0,ham
False,False,147,3,0,26,0,ham
False,False,61,2,0,10,0,ham
False,False,38,5,0,3,0,ham
False,False,82,2,0,16,1,ham
False,False,15,0,0,4,0,ham
False,False,153,12,0,28,3,ham
False,False,42,3,0,6,0,ham
False,False,155,21,0,19,0,ham
False,False,50,7,0,3,0,ham
False,False,52,3,0,10,0,ham
False,True,140,3,0,21,12,spam
False,False,54,4,0,7,1,ham
False,False,49,8,1,0,0,ham
False,False,67,5,0,9,0,ham
False,False,139,2,0,25,0,ham
False,False,110,7,0,16,0,ham
False,False,37,2,0,7,0,ham
False,False,40,1,0,8,0,ham
False,False,25,6,0,4,1,ham
False,False,113,6,0,16,0,ham
False,False,28,1,0,3,0,ham
False,False,48,0,0,12,0,ham
False,False,58,7,0,8,1,ham
False,False,66,6,0,12,0,ham
False,False,26,1,0,6,0,ham
False,False,297,12,0,56,1,ham
False,False,148,3,0,27,1,ham
False,False,149,6,0,26,0,ham
False,False,154,8,0,27,4,ham
False,True,112,3,1,13,1,spam
False,False,36,2,0,7,0,ham
False,False,35,2,0,5,0,ham
False,False,31,2,0,4,0,ham
False,False,70,3,0,10,0,ham
False,False,33,4,0,5,2,ham
False,False,35,2,0,4,0,ham
False,False,23,1,0,5,0,ham
False,False,76,1,0,16,1,ham
False,False,24,1,0,4,0,ham
False,False,41,3,0,5,0,ham
False,False,48,2,0,6,0,ham
False,True,143,6,0,22,1,spam
False,False,59,1,0,14,0,ham
False,False,53,2,0,8,0,ham
False,True,139,6,5,17,5,spam
False,False,19,1,0,3,1,ham
False,False,51,3,0,7,0,ham
False,False,122,1,0,24,1,ham
False,False,53,2,0,9,1,ham
False,False,22,2,0,4,0,ham
False,True,156,8,1,23,0,spam
False,False,155,6,0,28,4,ham
False,False,25,2,0,3,0,ham
False,False,39,2,0,7,0,ham
False,False,119,3,0,25,0,ham
False,False,104,3,0,19,0,ham
False,False,45,1,0,9,2,ham
False,False,18,1,0,4,0,ham
False,False,19,1,0,3,0,ham
False,True,144,2,1,29,12,spam
False,False,30,0,0,6,0,ham
False,False,91,4,0,13,0,ham
False,False,156,12,0,17,3,ham
False,False,45,2,0,7,1,ham
False,False,42,1,0,8,0,ham
False,False,36,4,0,3,6,ham
False,False,113,2,0,23,0,ham
False,False,139,6,1,17,22,ham
False,False,38,2,0,5,0,ham
False,False,43,3,0,6,1,ham
False,False,29,0,0,7,0,ham
False,True,145,6,2,15,4,spam
False,False,61,1,0,11,3,ham
False,True,160,3,3,24,5,spam
False,False,5,3,0,0,0,ham
False,False,33,2,0,4,0,ham
False,False,41,0,0,8,0,ham
False,False,60,1,0,11,10,ham
False,False,44,3,0,9,1,ham
False,False,32,1,0,6,0,ham
False,False,87,4,0,12,0,ham
False,False,66,2,0,11,1,ham
False,True,152,5,4,19,2,spam
False,False,148,7,0,24,5,ham
False,False,56,4,0,10,0,ham
False,True,101,3,4,12,7,spam
False,False,148,11,0,21,1,ham
False,False,55,1,0,9,0,ham
False,False,35,4,0,2,0,ham
False,False,31,2,0,5,0,ham
False,False,38,4,1,3,0,ham
False,False,59,1,0,11,0,ham
True,True,114,13,0,12,1,spam
False,False,27,2,0,4,0,ham
False,True,159,3,2,21,5,spam
False,False,55,4,0,8,1,ham
False,False,30,1,0,6,1,ham
False,False,33,7,0,5,1,ham
False,False,92,4,0,17,0,ham
False,False,59,3,0,11,0,ham
False,False,160,5,0,28,0,ham
False,False,130,22,0,14,3,ham
False,False,112,4,0,23,1,ham
False,False,52,2,0,9,1,ham
False,False,65,2,0,10,12,ham
False,False,59,6,0,6,1,ham
False,False,23,0,0,4,0,ham
False,True,153,7,2,18,2,spam
False,False,41,6,1,6,1,ham
False,False,137,2,0,25,0,ham
False,True,148,6,2,16,4,spam
False,False,35,1,0,8,0,ham
False,False,69,3,0,14,1,ham
False,False,68,2,0,11,0,ham
False,False,68,1,0,11,1,ham
False,False,49,4,0,9,1,ham
False,False,96,3,0,17,0,ham
False,False,46,7,0,4,0,ham
False,False,47,2,0,8,0,ham
False,False,50,0,0,11,1,ham
False,False,28,3,0,2,0,ham
False,False,110,13,0,16,0,ham
False,False,97,4,0,18,0,ham
False,False,46,3,0,7,0,ham
False,False,90,4,0,14,0,ham
False,False,13,1,0,2,0,ham
False,False,41,1,0,6,0,ham
False,False,65,3,0,11,2,ham
False,False,134,3,2,27,0,ham
False,False,145,16,0,26,3,ham
False,False,131,6,1,19,23,ham
False,False,33,3,0,4,0,ham
False,False,14,2,0,1,0,ham
False,False,105,4,0,20,0,ham
False,False,42,3,0,5,1,ham
False,True,159,5,3,20,4,spam
False,False,40,6,0,4,0,ham
False,False,47,4,0,5,0,ham
False,False,80,5,0,15,2,ham
False,False,72,1,0,14,0,ham
False,True,157,4,1,20,1,spam
False,False,150,10,0,25,2,ham
False,False,33,0,0,8,0,ham
False,False,33,3,0,3,0,ham
False,False,32,3,0,6,1,ham
False,False,281,30,5,38,0,ham
False,False,44,1,0,7,0,ham
False,True,136,8,3,16,4,spam
False,True,142,8,2,14,5,spam
False,False,102,3,0,16,2,ham
False,False,34,2,0,7,0,ham
False,False,73,3,0,13,0,ham
False,False,149,11,0,19,0,ham
False,False,20,4,0,3,1,ham
False,False,22,3,0,0,0,ham
False,False,92,3,0,17,0,ham
False,False,86,3,0,15,1,ham
False,False,28,3,0,3,0,ham
False,False,40,2,0,7,0,ham
False,False,90,2,0,14,1,ham
False,False,47,2,0,8,0,ham
False,False,66,14,0,7,0,ham
False,False,63,2,0,11,0,ham
False,False,147,14,0,23,0,ham
False,False,47,6,0,7,0,ham
False,False,151,2,0,19,0,ham
False,False,37,2,0,6,0,ham
False,False,41,0,0,8,0,ham
False,False,32,3,0,4,1,ham
False,False,24,1,0,4,1,ham
False,False,29,2,0,2,0,ham
False,False,50,6,1,7,0,ham
False,False,35,7,0,2,0,ham
False,False,38,6,0,5,1,ham
False,False,41,0,0,11,11,ham
False,False,118,3,0,23,1,ham
False,False,57,3,0,9,0,ham
False,False,115,2,0,22,1,ham
False,True,157,8,2,16,3,spam
False,False,51,2,0,9,0,ham
False,False,82,8,0,12,0,ham
False,False,29,0,0,7,1,ham
False,False,23,1,0,5,0,ham
False,False,72,7,0,11,1,ham
False,True,173,5,1,21,0,spam
False,False,72,5,0,13,0,ham
False,False,33,1,0,8,0,ham
False,False,111,4,0,21,0,ham
False,False,34,0,0,4,0,ham
